,State,County,CENSUS2010POP,All Ages in Poverty Percent LB 90%
806,Iowa,Adams County,4029.0,10.0
807,Iowa,Allamakee County,14330.0,9.2
808,Iowa,Appanoose County,12887.0,11.8
809,Iowa,Audubon County,6119.0,8.5
810,Iowa,Benton County,26076.0,6.3
811,Iowa,Black Hawk County,131090.0,14.6
812,Iowa,Boone County,26306.0,7.2
813,Iowa,Bremer County,24276.0,5.2
814,Iowa,Buchanan County,20958.0,8.5
815,Iowa,Buena Vista County,20260.0,7.9
816,Iowa,Butler County,14867.0,7.3
817,Iowa,Calhoun County,9670.0,8.8
818,Iowa,Carroll County,20816.0,6.3
819,Iowa,Cass County,13956.0,9.9
820,Iowa,Cedar County,18499.0,6.0
821,Iowa,Cerro Gordo County,44151.0,8.3
822,Iowa,Cherokee County,12072.0,7.3
823,Iowa,Chickasaw County,12439.0,6.5
824,Iowa,Clarke County,9286.0,8.9
825,Iowa,Clay County,16667.0,7.8
826,Iowa,Clayton County,18129.0,7.4
827,Iowa,Clinton County,49116.0,10.0
828,Iowa,Crawford County,17096.0,10.0
829,Iowa,Dallas County,66135.0,4.3
830,Iowa,Davis County,8753.0,9.9
831,Iowa,Decatur County,8457.0,16.3
832,Iowa,Delaware County,17764.0,6.9
833,Iowa,Des Moines County,40325.0,10.2
834,Iowa,Dickinson County,16667.0,6.2
835,Iowa,Dubuque County,93653.0,9.8
836,Iowa,Emmet County,10302.0,8.7
837,Iowa,Fayette County,20880.0,9.0
838,Iowa,Floyd County,16303.0,8.8
839,Iowa,Franklin County,10680.0,7.6
840,Iowa,Fremont County,7441.0,7.5
841,Iowa,Greene County,9336.0,9.7
842,Iowa,Grundy County,12453.0,5.4
843,Iowa,Guthrie County,10954.0,9.5
844,Iowa,Hamilton County,15673.0,6.5
845,Iowa,Hancock County,11341.0,6.7
846,Iowa,Hardin County,17534.0,7.7
847,Iowa,Harrison County,14928.0,7.6
848,Iowa,Henry County,20145.0,8.5
849,Iowa,Howard County,9566.0,8.0
850,Iowa,Humboldt County,9815.0,7.6
851,Iowa,Ida County,7089.0,8.2
852,Iowa,Iowa County,16355.0,5.9
853,Iowa,Jackson County,19848.0,8.9
854,Iowa,Jasper County,36842.0,8.4
855,Iowa,Jefferson County,16843.0,13.2
856,Iowa,Johnson County,130882.0,14.3
857,Iowa,Jones County,20638.0,9.2
858,Iowa,Keokuk County,10511.0,9.9
859,Iowa,Kossuth County,15543.0,8.0
860,Iowa,Lee County,35862.0,12.0
861,Iowa,Linn County,211226.0,8.3
862,Iowa,Louisa County,11387.0,8.5
863,Iowa,Lucas County,8898.0,12.1
864,Iowa,Lyon County,11581.0,5.2
865,Iowa,Madison County,15679.0,5.3
866,Iowa,Mahaska County,22381.0,10.1
867,Iowa,Marion County,33309.0,7.5
868,Iowa,Marshall County,40648.0,9.0
869,Iowa,Mills County,15059.0,6.6
870,Iowa,Mitchell County,10776.0,6.9
871,Iowa,Monona County,9243.0,11.4
872,Iowa,Monroe County,7970.0,9.0
873,Iowa,Montgomery County,10740.0,11.1
874,Iowa,Muscatine County,42745.0,9.6
875,Iowa,O'Brien County,14398.0,7.2
876,Iowa,Osceola County,6462.0,7.5
877,Iowa,Page County,15932.0,10.6
878,Iowa,Palo Alto County,9421.0,7.3
879,Iowa,Plymouth County,24986.0,6.5
880,Iowa,Pocahontas County,7310.0,8.5
881,Iowa,Polk County,430640.0,8.9
882,Iowa,Pottawattamie County,93158.0,10.1
883,Iowa,Poweshiek County,18914.0,8.1
884,Iowa,Ringgold County,5131.0,10.8
885,Iowa,Sac County,10350.0,8.9
886,Iowa,Scott County,165224.0,10.8
887,Iowa,Shelby County,12167.0,6.1
888,Iowa,Sioux County,33704.0,4.8
889,Iowa,Story County,89542.0,17.4
890,Iowa,Tama County,17767.0,9.2
891,Iowa,Taylor County,6317.0,10.0
892,Iowa,Union County,12534.0,10.6
893,Iowa,Van Buren County,7570.0,10.1
894,Iowa,Wapello County,35625.0,11.9
895,Iowa,Warren County,46225.0,5.9
896,Iowa,Washington County,21704.0,6.9
897,Iowa,Wayne County,6403.0,9.7
898,Iowa,Webster County,38013.0,11.2
899,Iowa,Winnebago County,10866.0,6.9
900,Iowa,Winneshiek County,21056.0,7.7
901,Iowa,Woodbury County,102172.0,11.7
902,Iowa,Worth County,7598.0,7.7
903,Iowa,Wright County,13229.0,8.3
905,Kansas,Allen County,13371.0,15.6
906,Kansas,Anderson County,8102.0,10.2
907,Kansas,Atchison County,16924.0,12.3
908,Kansas,Barber County,4861.0,10.0
909,Kansas,Barton County,27674.0,11.7
910,Kansas,Bourbon County,15173.0,12.7
911,Kansas,Brown County,9984.0,10.5
912,Kansas,Butler County,65880.0,7.7
913,Kansas,Chase County,2790.0,7.8
914,Kansas,Chautauqua County,3669.0,13.5
915,Kansas,Cherokee County,21603.0,13.3
916,Kansas,Cheyenne County,2726.0,9.5
917,Kansas,Clark County,2215.0,10.2
918,Kansas,Clay County,8535.0,8.3
919,Kansas,Cloud County,9533.0,13.2
920,Kansas,Coffey County,8601.0,8.7
921,Kansas,Comanche County,1891.0,8.7
922,Kansas,Cowley County,36311.0,12.5
923,Kansas,Crawford County,39134.0,14.9
924,Kansas,Decatur County,2961.0,10.5
925,Kansas,Dickinson County,19754.0,8.8
926,Kansas,Doniphan County,7945.0,10.4
927,Kansas,Douglas County,110826.0,15.2
928,Kansas,Edwards County,3037.0,8.8
929,Kansas,Elk County,2882.0,13.9
930,Kansas,Ellis County,28452.0,9.8
931,Kansas,Ellsworth County,6497.0,9.5
932,Kansas,Finney County,36776.0,10.7
933,Kansas,Ford County,33848.0,8.9
934,Kansas,Franklin County,25992.0,7.1
935,Kansas,Geary County,34362.0,8.3
936,Kansas,Gove County,2695.0,9.0
937,Kansas,Graham County,2597.0,9.4
938,Kansas,Grant County,7829.0,8.4
939,Kansas,Gray County,6006.0,5.7
940,Kansas,Greeley County,1247.0,8.6
941,Kansas,Greenwood County,6689.0,11.3
942,Kansas,Hamilton County,2690.0,10.9
943,Kansas,Harper County,6034.0,11.2
944,Kansas,Harvey County,34684.0,8.4
945,Kansas,Haskell County,4256.0,8.1
946,Kansas,Hodgeman County,1916.0,9.3
947,Kansas,Jackson County,13462.0,8.4
948,Kansas,Jefferson County,19126.0,5.8
949,Kansas,Jewell County,3077.0,12.0
950,Kansas,Johnson County,544179.0,4.9
951,Kansas,Kearny County,3977.0,10.0
952,Kansas,Kingman County,7858.0,8.4
953,Kansas,Kiowa County,2553.0,9.2
954,Kansas,Labette County,21607.0,12.8
955,Kansas,Lane County,1750.0,8.0
956,Kansas,Leavenworth County,76227.0,9.1
957,Kansas,Lincoln County,3241.0,9.8
958,Kansas,Linn County,9656.0,10.2
959,Kansas,Logan County,2756.0,6.9
960,Kansas,Lyon County,33690.0,13.8
961,Kansas,McPherson County,29180.0,8.9
962,Kansas,Marion County,12660.0,7.3
963,Kansas,Marshall County,10117.0,9.1
964,Kansas,Meade County,4575.0,7.2
965,Kansas,Miami County,32787.0,6.3
966,Kansas,Mitchell County,6373.0,8.7
967,Kansas,Montgomery County,35471.0,16.2
968,Kansas,Morris County,5923.0,8.9
969,Kansas,Morton County,3233.0,8.5
970,Kansas,Nemaha County,10178.0,7.2
971,Kansas,Neosho County,16512.0,11.5
972,Kansas,Ness County,3107.0,8.0
973,Kansas,Norton County,5671.0,11.4
974,Kansas,Osage County,16295.0,10.3
975,Kansas,Osborne County,3858.0,10.1
976,Kansas,Ottawa County,6091.0,7.9
977,Kansas,Pawnee County,6973.0,10.7
978,Kansas,Phillips County,5642.0,9.6
979,Kansas,Pottawatomie County,21604.0,6.3
980,Kansas,Pratt County,9656.0,9.5
981,Kansas,Rawlins County,2519.0,10.0
982,Kansas,Reno County,64511.0,9.8
983,Kansas,Republic County,4980.0,8.6
984,Kansas,Rice County,10083.0,11.1
985,Kansas,Riley County,71115.0,18.4
986,Kansas,Rooks County,5181.0,8.5
987,Kansas,Rush County,3307.0,11.0
988,Kansas,Russell County,6970.0,10.5
989,Kansas,Saline County,55606.0,8.8
990,Kansas,Scott County,4936.0,6.0
991,Kansas,Sedgwick County,498365.0,12.2
992,Kansas,Seward County,22952.0,12.3
993,Kansas,Shawnee County,177934.0,12.1
994,Kansas,Sheridan County,2556.0,9.0
995,Kansas,Sherman County,6010.0,10.6
996,Kansas,Smith County,3853.0,9.3
997,Kansas,Stafford County,4437.0,10.4
998,Kansas,Stanton County,2235.0,8.9
999,Kansas,Stevens County,5724.0,8.4
1000,Kansas,Sumner County,24132.0,11.0
1001,Kansas,Thomas County,7900.0,7.5
1002,Kansas,Trego County,3001.0,8.9
1003,Kansas,Wabaunsee County,7053.0,6.3
1004,Kansas,Wallace County,1485.0,10.2
1005,Kansas,Washington County,5799.0,10.0
1006,Kansas,Wichita County,2234.0,9.1
1007,Kansas,Wilson County,9409.0,12.2
1008,Kansas,Woodson County,3309.0,12.7
1009,Kansas,Wyandotte County,157505.0,16.3
1011,Kentucky,Adair County,18656.0,18.7
1012,Kentucky,Allen County,19956.0,13.7
1013,Kentucky,Anderson County,21421.0,8.1
1014,Kentucky,Ballard County,8249.0,12.0
1015,Kentucky,Barren County,42173.0,16.1
1016,Kentucky,Bath County,11591.0,15.7
1017,Kentucky,Bell County,28691.0,25.4
1018,Kentucky,Boone County,118811.0,4.9
1019,Kentucky,Bourbon County,19985.0,13.3
1020,Kentucky,Boyd County,49542.0,15.1
1021,Kentucky,Boyle County,28432.0,11.9
1022,Kentucky,Bracken County,8488.0,8.3
1023,Kentucky,Breathitt County,13878.0,26.3
1024,Kentucky,Breckinridge County,20059.0,15.8
1025,Kentucky,Bullitt County,74319.0,7.9
1026,Kentucky,Butler County,12690.0,14.4
1027,Kentucky,Caldwell County,12984.0,14.6
1028,Kentucky,Calloway County,37191.0,18.3
1029,Kentucky,Campbell County,90336.0,11.5
1030,Kentucky,Carlisle County,5104.0,14.3
1031,Kentucky,Carroll County,10811.0,12.1
1032,Kentucky,Carter County,27720.0,27.8
1033,Kentucky,Casey County,15955.0,20.8
1034,Kentucky,Christian County,73955.0,14.9
1035,Kentucky,Clark County,35613.0,13.6
1036,Kentucky,Clay County,21730.0,30.9
1037,Kentucky,Clinton County,10272.0,20.6
1038,Kentucky,Crittenden County,9315.0,13.6
1039,Kentucky,Cumberland County,6856.0,18.4
1040,Kentucky,Daviess County,96656.0,13.5
1041,Kentucky,Edmonson County,12161.0,13.7
1042,Kentucky,Elliott County,7852.0,18.8
1043,Kentucky,Estill County,14672.0,20.1
1044,Kentucky,Fayette County,295803.0,13.2
1045,Kentucky,Fleming County,14348.0,14.8
1046,Kentucky,Floyd County,39451.0,29.7
1047,Kentucky,Franklin County,49285.0,10.5
1048,Kentucky,Fulton County,6813.0,24.4
1049,Kentucky,Gallatin County,8589.0,12.0
1050,Kentucky,Garrard County,16912.0,12.8
1051,Kentucky,Grant County,24662.0,11.0
1052,Kentucky,Graves County,37121.0,13.6
1053,Kentucky,Grayson County,25746.0,17.9
1054,Kentucky,Green County,11258.0,14.1
1055,Kentucky,Greenup County,36910.0,13.9
1056,Kentucky,Hancock County,8565.0,9.2
1057,Kentucky,Hardin County,105543.0,11.5
1058,Kentucky,Harlan County,29278.0,27.9
1059,Kentucky,Harrison County,18846.0,12.5
1060,Kentucky,Hart County,18199.0,18.4
1061,Kentucky,Henderson County,46250.0,13.7
1062,Kentucky,Henry County,15416.0,11.1
1063,Kentucky,Hickman County,4902.0,13.5
1064,Kentucky,Hopkins County,46920.0,15.1
1065,Kentucky,Jackson County,13494.0,20.9
1066,Kentucky,Jefferson County,741096.0,14.2
1067,Kentucky,Jessamine County,48586.0,10.3
1068,Kentucky,Johnson County,23356.0,20.2
1069,Kentucky,Kenton County,159720.0,8.7
1070,Kentucky,Knott County,16346.0,25.8
1071,Kentucky,Knox County,31883.0,26.6
1072,Kentucky,Larue County,14193.0,12.0
1073,Kentucky,Laurel County,58849.0,17.0
1074,Kentucky,Lawrence County,15860.0,20.3
1075,Kentucky,Lee County,7887.0,27.5
1076,Kentucky,Leslie County,11310.0,24.1
1077,Kentucky,Letcher County,24519.0,26.1
1078,Kentucky,Lewis County,13870.0,20.0
1079,Kentucky,Lincoln County,24742.0,17.0
1080,Kentucky,Livingston County,9519.0,10.6
1081,Kentucky,Logan County,26835.0,15.0
1082,Kentucky,Lyon County,8314.0,11.2
1083,Kentucky,McCracken County,65565.0,11.9
1084,Kentucky,McCreary County,18306.0,26.3
1085,Kentucky,McLean County,9531.0,10.6
1086,Kentucky,Madison County,82916.0,14.1
1087,Kentucky,Magoffin County,13333.0,22.0
1088,Kentucky,Marion County,19820.0,13.5
1089,Kentucky,Marshall County,31448.0,9.7
1090,Kentucky,Martin County,12929.0,29.8
1091,Kentucky,Mason County,17490.0,14.7
1092,Kentucky,Meade County,28602.0,9.0
1093,Kentucky,Menifee County,6306.0,20.7
1094,Kentucky,Mercer County,21331.0,10.1
1095,Kentucky,Metcalfe County,10099.0,18.3
1096,Kentucky,Monroe County,10963.0,18.4
1097,Kentucky,Montgomery County,26499.0,12.1
1098,Kentucky,Morgan County,13923.0,21.9
1099,Kentucky,Muhlenberg County,31499.0,13.7
1100,Kentucky,Nelson County,43437.0,10.0
1101,Kentucky,Nicholas County,7135.0,11.6
1102,Kentucky,Ohio County,23842.0,13.8
1103,Kentucky,Oldham County,60316.0,4.6
1104,Kentucky,Owen County,10841.0,12.3
1105,Kentucky,Owsley County,4755.0,30.7
1106,Kentucky,Pendleton County,14877.0,12.6
1107,Kentucky,Perry County,28712.0,24.1
1108,Kentucky,Pike County,65024.0,19.3
1109,Kentucky,Powell County,12613.0,16.8
1110,Kentucky,Pulaski County,63063.0,16.2
1111,Kentucky,Robertson County,2282.0,14.6
1112,Kentucky,Rockcastle County,17056.0,18.4
1113,Kentucky,Rowan County,23333.0,18.0
1114,Kentucky,Russell County,17565.0,17.3
1115,Kentucky,Scott County,47173.0,6.7
1116,Kentucky,Shelby County,42074.0,7.9
1117,Kentucky,Simpson County,17327.0,9.5
1118,Kentucky,Spencer County,17061.0,5.7
1119,Kentucky,Taylor County,24512.0,15.3
1120,Kentucky,Todd County,12460.0,13.3
1121,Kentucky,Trigg County,14339.0,9.8
1122,Kentucky,Trimble County,8809.0,13.6
1123,Kentucky,Union County,15007.0,12.9
1124,Kentucky,Warren County,113792.0,14.5
1125,Kentucky,Washington County,11717.0,10.6
1126,Kentucky,Wayne County,20813.0,23.3
1127,Kentucky,Webster County,13621.0,15.3
1128,Kentucky,Whitley County,35637.0,21.2
1129,Kentucky,Wolfe County,7355.0,24.3
1130,Kentucky,Woodford County,24939.0,7.3
1132,Louisiana,Acadia Parish,61773.0,21.8
1133,Louisiana,Allen Parish,25764.0,14.7
1134,Louisiana,Ascension Parish,107215.0,8.8
1135,Louisiana,Assumption Parish,23421.0,16.6
1136,Louisiana,Avoyelles Parish,42073.0,22.9
1137,Louisiana,Beauregard Parish,35654.0,12.7
1138,Louisiana,Bienville Parish,14353.0,21.9
1139,Louisiana,Bossier Parish,116979.0,12.1
1140,Louisiana,Caddo Parish,254969.0,19.9
1141,Louisiana,Calcasieu Parish,192768.0,12.7
1142,Louisiana,Caldwell Parish,10132.0,16.0
1143,Louisiana,Cameron Parish,6839.0,10.6
1144,Louisiana,Catahoula Parish,10407.0,20.0
1145,Louisiana,Claiborne Parish,17195.0,26.5
1146,Louisiana,Concordia Parish,20822.0,20.6
1147,Louisiana,De Soto Parish,26656.0,14.2
1148,Louisiana,East Baton Rouge Parish,440171.0,14.8
1149,Louisiana,East Carroll Parish,7759.0,36.4
1150,Louisiana,East Feliciana Parish,20267.0,15.0
1151,Louisiana,Evangeline Parish,33984.0,22.4
1152,Louisiana,Franklin Parish,20767.0,22.0
1153,Louisiana,Grant Parish,22309.0,15.4
1154,Louisiana,Iberia Parish,73240.0,21.1
1155,Louisiana,Iberville Parish,33387.0,18.8
1156,Louisiana,Jackson Parish,16274.0,17.4
1157,Louisiana,Jefferson Parish,432552.0,13.8
1158,Louisiana,Jefferson Davis Parish,31594.0,13.8
1159,Louisiana,Lafayette Parish,221578.0,13.4
1160,Louisiana,Lafourche Parish,96318.0,14.1
1161,Louisiana,LaSalle Parish,14890.0,15.4
1162,Louisiana,Lincoln Parish,46735.0,21.7
1163,Louisiana,Livingston Parish,128026.0,9.0
1164,Louisiana,Madison Parish,12093.0,33.5
1165,Louisiana,Morehouse Parish,27979.0,21.7
1166,Louisiana,Natchitoches Parish,39566.0,29.3
1167,Louisiana,Orleans Parish,343829.0,21.8
1168,Louisiana,Ouachita Parish,153720.0,18.7
1169,Louisiana,Plaquemines Parish,23042.0,12.2
1170,Louisiana,Pointe Coupee Parish,22802.0,16.6
1171,Louisiana,Rapides Parish,131613.0,16.6
1172,Louisiana,Red River Parish,9091.0,17.5
1173,Louisiana,Richland Parish,20725.0,21.3
1174,Louisiana,Sabine Parish,24233.0,19.6
1175,Louisiana,St. Bernard Parish,35897.0,16.3
1176,Louisiana,St. Charles Parish,52780.0,10.5
1177,Louisiana,St. Helena Parish,11203.0,14.6
1178,Louisiana,St. James Parish,22102.0,13.1
1179,Louisiana,St. John the Baptist Parish,45924.0,14.7
1180,Louisiana,St. Landry Parish,83384.0,29.8
1181,Louisiana,St. Martin Parish,52160.0,15.7
1182,Louisiana,St. Mary Parish,54650.0,17.0
1183,Louisiana,St. Tammany Parish,233740.0,10.1
1184,Louisiana,Tangipahoa Parish,121097.0,14.9
1185,Louisiana,Tensas Parish,5252.0,24.2
1186,Louisiana,Terrebonne Parish,111860.0,14.3
1187,Louisiana,Union Parish,22721.0,14.0
1188,Louisiana,Vermilion Parish,57999.0,14.8
1189,Louisiana,Vernon Parish,52334.0,15.0
1190,Louisiana,Washington Parish,47168.0,19.7
1191,Louisiana,Webster Parish,41207.0,22.5
1192,Louisiana,West Baton Rouge Parish,23788.0,9.7
1193,Louisiana,West Carroll Parish,11604.0,18.6
1194,Louisiana,West Feliciana Parish,15625.0,18.7
1195,Louisiana,Winn Parish,15313.0,17.3
1197,Maine,Androscoggin County,107702.0,10.1
1198,Maine,Aroostook County,71870.0,12.9
1199,Maine,Cumberland County,281674.0,7.2
1200,Maine,Franklin County,30768.0,11.5
1201,Maine,Hancock County,54418.0,9.7
1202,Maine,Kennebec County,122151.0,9.1
1203,Maine,Knox County,39736.0,8.7
1204,Maine,Lincoln County,34457.0,9.0
1205,Maine,Oxford County,57833.0,14.2
1206,Maine,Penobscot County,153923.0,12.9
1207,Maine,Piscataquis County,17535.0,14.4
1208,Maine,Sagadahoc County,35293.0,6.6
1209,Maine,Somerset County,52228.0,13.3
1210,Maine,Waldo County,38786.0,11.2
1211,Maine,Washington County,32856.0,15.5
1212,Maine,York County,197131.0,7.5
1214,Maryland,Allegany County,75087.0,13.9
1215,Maryland,Anne Arundel County,537656.0,6.0
1216,Maryland,Baltimore County,805029.0,8.9
1217,Maryland,Calvert County,88737.0,4.1
1218,Maryland,Caroline County,33066.0,10.4
1219,Maryland,Carroll County,167134.0,5.0
1220,Maryland,Cecil County,101108.0,6.3
1221,Maryland,Charles County,146551.0,5.2
1222,Maryland,Dorchester County,32618.0,12.3
1223,Maryland,Frederick County,233385.0,5.2
1224,Maryland,Garrett County,30097.0,9.4
1225,Maryland,Harford County,244826.0,5.9
1226,Maryland,Howard County,287085.0,4.2
1227,Maryland,Kent County,20197.0,9.9
1228,Maryland,Montgomery County,971777.0,6.1
1229,Maryland,Prince George's County,863420.0,7.3
1230,Maryland,Queen Anne's County,47798.0,4.8
1231,Maryland,St. Mary's County,105151.0,6.4
1232,Maryland,Somerset County,26470.0,17.7
1233,Maryland,Talbot County,37782.0,7.2
1234,Maryland,Washington County,147430.0,9.2
1235,Maryland,Wicomico County,98733.0,12.0
1236,Maryland,Worcester County,51454.0,8.1
1237,Maryland,Baltimore city,620961.0,16.8
1239,Massachusetts,Barnstable County,215888.0,6.8
1240,Massachusetts,Berkshire County,131219.0,9.4
1241,Massachusetts,Bristol County,548285.0,9.6
1242,Massachusetts,Dukes County,16535.0,5.9
1243,Massachusetts,Essex County,743159.0,9.8
1244,Massachusetts,Franklin County,71372.0,8.6
1245,Massachusetts,Hampden County,463490.0,15.4
1246,Massachusetts,Hampshire County,158080.0,9.2
1247,Massachusetts,Middlesex County,1503085.0,6.7
1248,Massachusetts,Nantucket County,10172.0,4.6
1249,Massachusetts,Norfolk County,670850.0,5.7
1250,Massachusetts,Plymouth County,494919.0,5.3
1251,Massachusetts,Suffolk County,722023.0,16.4
1252,Massachusetts,Worcester County,798552.0,8.0
1254,Michigan,Alcona County,10942.0,16.8
1255,Michigan,Alger County,9601.0,9.8
1256,Michigan,Allegan County,111408.0,9.2
1257,Michigan,Alpena County,29598.0,12.9
1258,Michigan,Antrim County,23580.0,8.5
1259,Michigan,Arenac County,15899.0,13.2
1260,Michigan,Baraga County,8860.0,12.3
1261,Michigan,Barry County,59173.0,7.0
1262,Michigan,Bay County,107771.0,13.8
1263,Michigan,Benzie County,17525.0,8.4
1264,Michigan,Berrien County,156813.0,13.3
1265,Michigan,Branch County,45248.0,12.3
1266,Michigan,Calhoun County,136146.0,15.4
1267,Michigan,Cass County,52293.0,8.8
1268,Michigan,Charlevoix County,25949.0,8.7
1269,Michigan,Cheboygan County,26152.0,10.5
1270,Michigan,Chippewa County,38520.0,14.2
1271,Michigan,Clare County,30926.0,17.4
1272,Michigan,Clinton County,75382.0,6.3
1273,Michigan,Crawford County,14074.0,10.3
1274,Michigan,Delta County,37069.0,10.0
1275,Michigan,Dickinson County,26168.0,8.5
1276,Michigan,Eaton County,107759.0,8.0
1277,Michigan,Emmet County,32694.0,6.6
1278,Michigan,Genesee County,425790.0,17.4
1279,Michigan,Gladwin County,25692.0,12.6
1280,Michigan,Gogebic County,16427.0,13.4
1281,Michigan,Grand Traverse County,86986.0,8.0
1282,Michigan,Gratiot County,42476.0,13.2
1283,Michigan,Hillsdale County,46688.0,11.3
1284,Michigan,Houghton County,36628.0,16.5
1285,Michigan,Huron County,33118.0,10.6
1286,Michigan,Ingham County,280895.0,16.6
1287,Michigan,Ionia County,63905.0,8.0
1288,Michigan,Iosco County,25887.0,12.2
1289,Michigan,Iron County,11817.0,11.1
1290,Michigan,Isabella County,70311.0,21.4
1291,Michigan,Jackson County,160248.0,11.8
1292,Michigan,Kalamazoo County,250331.0,12.9
1293,Michigan,Kalkaska County,17153.0,11.6
1294,Michigan,Kent County,602622.0,10.4
1295,Michigan,Keweenaw County,2156.0,9.3
1296,Michigan,Lake County,11539.0,18.6
1297,Michigan,Lapeer County,88319.0,8.6
1298,Michigan,Leelanau County,21708.0,5.4
1299,Michigan,Lenawee County,99892.0,8.5
1300,Michigan,Livingston County,180967.0,4.2
1301,Michigan,Luce County,6631.0,16.5
1302,Michigan,Mackinac County,11113.0,11.1
1303,Michigan,Macomb County,840978.0,10.2
1304,Michigan,Manistee County,24733.0,10.3
1305,Michigan,Marquette County,67077.0,12.3
1306,Michigan,Mason County,28705.0,9.9
1307,Michigan,Mecosta County,42798.0,15.7
1308,Michigan,Menominee County,24029.0,10.1
1309,Michigan,Midland County,83629.0,9.5
1310,Michigan,Missaukee County,14849.0,10.3
1311,Michigan,Monroe County,152021.0,8.4
1312,Michigan,Montcalm County,63342.0,11.9
1313,Michigan,Montmorency County,9765.0,15.0
1314,Michigan,Muskegon County,172188.0,13.7
1315,Michigan,Newaygo County,48460.0,13.4
1316,Michigan,Oakland County,1202362.0,7.5
1317,Michigan,Oceana County,26570.0,12.7
1318,Michigan,Ogemaw County,21699.0,12.8
1319,Michigan,Ontonagon County,6780.0,11.0
1320,Michigan,Osceola County,23528.0,15.2
1321,Michigan,Oscoda County,8640.0,13.3
1322,Michigan,Otsego County,24164.0,9.3
1323,Michigan,Ottawa County,263801.0,5.7
1324,Michigan,Presque Isle County,13376.0,11.7
1325,Michigan,Roscommon County,24449.0,13.8
1326,Michigan,Saginaw County,200169.0,15.0
1327,Michigan,St. Clair County,163040.0,12.2
1328,Michigan,St. Joseph County,61295.0,11.4
1329,Michigan,Sanilac County,43114.0,13.8
1330,Michigan,Schoolcraft County,8485.0,10.3
1331,Michigan,Shiawassee County,70648.0,8.8
1332,Michigan,Tuscola County,55729.0,10.6
1333,Michigan,Van Buren County,76258.0,13.1
1334,Michigan,Washtenaw County,344791.0,13.9
1335,Michigan,Wayne County,1820584.0,20.9
1336,Michigan,Wexford County,32735.0,10.9
1338,Minnesota,Aitkin County,16202.0,11.5
1339,Minnesota,Anoka County,330844.0,4.7
1340,Minnesota,Becker County,32504.0,9.2
1341,Minnesota,Beltrami County,44442.0,15.8
1342,Minnesota,Benton County,38451.0,8.5
1343,Minnesota,Big Stone County,5269.0,8.7
1344,Minnesota,Blue Earth County,64013.0,13.4
1345,Minnesota,Brown County,25893.0,6.8
1346,Minnesota,Carlton County,35386.0,8.3
1347,Minnesota,Carver County,91042.0,3.0
1348,Minnesota,Cass County,28567.0,10.8
1349,Minnesota,Chippewa County,12441.0,6.7
1350,Minnesota,Chisago County,53887.0,5.2
1351,Minnesota,Clay County,58999.0,9.8
1352,Minnesota,Clearwater County,8695.0,10.1
1353,Minnesota,Cook County,5176.0,7.5
1354,Minnesota,Cottonwood County,11687.0,7.9
1355,Minnesota,Crow Wing County,62500.0,11.0
1356,Minnesota,Dakota County,398552.0,5.5
1357,Minnesota,Dodge County,20087.0,4.8
1358,Minnesota,Douglas County,36009.0,7.2
1359,Minnesota,Faribault County,14553.0,9.5
1360,Minnesota,Fillmore County,20866.0,7.8
1361,Minnesota,Freeborn County,31255.0,8.0
1362,Minnesota,Goodhue County,46183.0,5.8
1363,Minnesota,Grant County,6018.0,7.8
1364,Minnesota,Hennepin County,1152425.0,9.7
1365,Minnesota,Houston County,19027.0,6.9
1366,Minnesota,Hubbard County,20428.0,10.0
1367,Minnesota,Isanti County,37816.0,6.1
1368,Minnesota,Itasca County,45058.0,9.8
1369,Minnesota,Jackson County,10266.0,7.0
1370,Minnesota,Kanabec County,16239.0,8.9
1371,Minnesota,Kandiyohi County,42239.0,9.6
1372,Minnesota,Kittson County,4552.0,7.9
1373,Minnesota,Koochiching County,13311.0,12.0
1374,Minnesota,Lac qui Parle County,7259.0,7.5
1375,Minnesota,Lake County,10866.0,6.7
1376,Minnesota,Lake of the Woods County,4045.0,8.1
1377,Minnesota,Le Sueur County,27703.0,6.3
1378,Minnesota,Lincoln County,5896.0,8.0
1379,Minnesota,Lyon County,25857.0,10.1
1380,Minnesota,McLeod County,36651.0,5.7
1381,Minnesota,Mahnomen County,5413.0,17.6
1382,Minnesota,Marshall County,9439.0,6.3
1383,Minnesota,Martin County,20840.0,11.6
1384,Minnesota,Meeker County,23300.0,6.0
1385,Minnesota,Mille Lacs County,26097.0,10.6
1386,Minnesota,Morrison County,33198.0,8.2
1387,Minnesota,Mower County,39163.0,9.6
1388,Minnesota,Murray County,8725.0,6.3
1389,Minnesota,Nicollet County,32727.0,7.0
1390,Minnesota,Nobles County,21378.0,8.5
1391,Minnesota,Norman County,6852.0,8.4
1392,Minnesota,Olmsted County,144248.0,5.8
1393,Minnesota,Otter Tail County,57303.0,8.7
1394,Minnesota,Pennington County,13930.0,7.2
1395,Minnesota,Pine County,29750.0,9.8
1396,Minnesota,Pipestone County,9596.0,8.1
1397,Minnesota,Polk County,31600.0,9.9
1398,Minnesota,Pope County,10995.0,6.6
1399,Minnesota,Ramsey County,508640.0,13.4
1400,Minnesota,Red Lake County,4089.0,8.6
1401,Minnesota,Redwood County,16059.0,7.7
1402,Minnesota,Renville County,15730.0,8.4
1403,Minnesota,Rice County,64142.0,7.8
1404,Minnesota,Rock County,9687.0,6.9
1405,Minnesota,Roseau County,15629.0,6.8
