,State,County,CENSUS2010POP,All Ages in Poverty Percent LB 90%
1406,Minnesota,St. Louis County,200226.0,13.4
1407,Minnesota,Scott County,129928.0,4.3
1408,Minnesota,Sherburne County,88499.0,5.4
1409,Minnesota,Sibley County,15226.0,5.3
1410,Minnesota,Stearns County,150642.0,10.8
1411,Minnesota,Steele County,36576.0,8.1
1412,Minnesota,Stevens County,9726.0,9.0
1413,Minnesota,Swift County,9783.0,8.1
1414,Minnesota,Todd County,24895.0,10.1
1415,Minnesota,Traverse County,3558.0,10.1
1416,Minnesota,Wabasha County,21676.0,5.9
1417,Minnesota,Wadena County,13843.0,11.4
1418,Minnesota,Waseca County,19136.0,7.3
1419,Minnesota,Washington County,238136.0,3.4
1420,Minnesota,Watonwan County,11211.0,8.4
1421,Minnesota,Wilkin County,6576.0,7.3
1422,Minnesota,Winona County,51461.0,11.2
1423,Minnesota,Wright County,124700.0,4.0
1424,Minnesota,Yellow Medicine County,10438.0,9.6
1426,Mississippi,Adams County,32297.0,23.7
1427,Mississippi,Alcorn County,37057.0,14.6
1428,Mississippi,Amite County,13131.0,17.6
1429,Mississippi,Attala County,19564.0,19.2
1430,Mississippi,Benton County,8729.0,17.3
1431,Mississippi,Bolivar County,34145.0,24.0
1432,Mississippi,Calhoun County,14962.0,17.0
1433,Mississippi,Carroll County,10597.0,14.0
1434,Mississippi,Chickasaw County,17392.0,15.7
1435,Mississippi,Choctaw County,8547.0,15.8
1436,Mississippi,Claiborne County,9604.0,28.0
1437,Mississippi,Clarke County,16732.0,17.2
1438,Mississippi,Clay County,20634.0,16.8
1439,Mississippi,Coahoma County,26151.0,29.7
1440,Mississippi,Copiah County,29449.0,22.2
1441,Mississippi,Covington County,19568.0,22.6
1442,Mississippi,DeSoto County,161252.0,7.5
1443,Mississippi,Forrest County,74934.0,20.5
1444,Mississippi,Franklin County,8118.0,15.6
1445,Mississippi,George County,22578.0,12.4
1446,Mississippi,Greene County,14400.0,17.2
1447,Mississippi,Grenada County,21906.0,18.2
1448,Mississippi,Hancock County,43929.0,14.2
1449,Mississippi,Harrison County,187105.0,17.8
1450,Mississippi,Hinds County,245285.0,16.9
1451,Mississippi,Holmes County,19198.0,26.0
1452,Mississippi,Humphreys County,9375.0,28.8
1453,Mississippi,Issaquena County,1406.0,30.8
1454,Mississippi,Itawamba County,23401.0,10.4
1455,Mississippi,Jackson County,139668.0,15.8
1456,Mississippi,Jasper County,17062.0,14.4
1457,Mississippi,Jefferson County,7726.0,28.1
1458,Mississippi,Jefferson Davis County,12487.0,20.5
1459,Mississippi,Jones County,67761.0,16.2
1460,Mississippi,Kemper County,10456.0,21.1
1461,Mississippi,Lafayette County,47351.0,14.8
1462,Mississippi,Lamar County,55658.0,11.6
1463,Mississippi,Lauderdale County,80261.0,22.1
1464,Mississippi,Lawrence County,12929.0,14.6
1465,Mississippi,Leake County,23805.0,20.8
1466,Mississippi,Lee County,82910.0,10.6
1467,Mississippi,Leflore County,32317.0,29.1
1468,Mississippi,Lincoln County,34869.0,15.5
1469,Mississippi,Lowndes County,59779.0,20.2
1470,Mississippi,Madison County,95203.0,7.2
1471,Mississippi,Marion County,27088.0,22.8
1472,Mississippi,Marshall County,37144.0,16.4
1473,Mississippi,Monroe County,36989.0,13.1
1474,Mississippi,Montgomery County,10925.0,17.6
1475,Mississippi,Neshoba County,29676.0,23.4
1476,Mississippi,Newton County,21720.0,17.4
1477,Mississippi,Noxubee County,11545.0,22.5
1478,Mississippi,Oktibbeha County,47671.0,23.6
1479,Mississippi,Panola County,34707.0,16.8
1480,Mississippi,Pearl River County,55834.0,14.3
1481,Mississippi,Perry County,12250.0,17.6
1482,Mississippi,Pike County,40404.0,26.4
1483,Mississippi,Pontotoc County,29957.0,13.6
1484,Mississippi,Prentiss County,25276.0,16.2
1485,Mississippi,Quitman County,8223.0,30.2
1486,Mississippi,Rankin County,141617.0,7.7
1487,Mississippi,Scott County,28264.0,21.9
1488,Mississippi,Sharkey County,4916.0,25.6
1489,Mississippi,Simpson County,27503.0,15.4
1490,Mississippi,Smith County,16491.0,12.8
1491,Mississippi,Stone County,17786.0,16.0
1492,Mississippi,Sunflower County,29450.0,25.8
1493,Mississippi,Tallahatchie County,15378.0,25.6
1494,Mississippi,Tate County,28886.0,14.2
1495,Mississippi,Tippah County,22232.0,13.3
1496,Mississippi,Tishomingo County,19593.0,11.8
1497,Mississippi,Tunica County,10778.0,20.3
1498,Mississippi,Union County,27134.0,10.4
1499,Mississippi,Walthall County,15443.0,18.0
1500,Mississippi,Warren County,48773.0,15.3
1501,Mississippi,Washington County,51137.0,27.6
1502,Mississippi,Wayne County,20747.0,16.4
1503,Mississippi,Webster County,10253.0,14.2
1504,Mississippi,Wilkinson County,9878.0,22.9
1505,Mississippi,Winston County,19198.0,16.0
1506,Mississippi,Yalobusha County,12678.0,13.3
1507,Mississippi,Yazoo County,28065.0,29.8
1509,Missouri,Adair County,25607.0,20.5
1510,Missouri,Andrew County,17291.0,6.3
1511,Missouri,Atchison County,5685.0,9.2
1512,Missouri,Audrain County,25529.0,13.1
1513,Missouri,Barry County,35597.0,15.4
1514,Missouri,Barton County,12402.0,14.3
1515,Missouri,Bates County,17049.0,11.0
1516,Missouri,Benton County,19056.0,17.0
1517,Missouri,Bollinger County,12363.0,12.0
1518,Missouri,Boone County,162642.0,15.2
1519,Missouri,Buchanan County,89201.0,13.2
1520,Missouri,Butler County,42794.0,16.7
1521,Missouri,Caldwell County,9424.0,11.5
1522,Missouri,Callaway County,44332.0,9.3
1523,Missouri,Camden County,44002.0,9.8
1524,Missouri,Cape Girardeau County,75674.0,11.6
1525,Missouri,Carroll County,9295.0,9.1
1526,Missouri,Carter County,6265.0,17.4
1527,Missouri,Cass County,99478.0,6.8
1528,Missouri,Cedar County,13982.0,13.7
1529,Missouri,Chariton County,7831.0,10.6
1530,Missouri,Christian County,77422.0,6.9
1531,Missouri,Clark County,7139.0,11.4
1532,Missouri,Clay County,221939.0,5.8
1533,Missouri,Clinton County,20743.0,6.7
1534,Missouri,Cole County,75990.0,6.8
1535,Missouri,Cooper County,17601.0,11.3
1536,Missouri,Crawford County,24696.0,12.3
1537,Missouri,Dade County,7883.0,13.5
1538,Missouri,Dallas County,16777.0,12.5
1539,Missouri,Daviess County,8433.0,11.5
1540,Missouri,DeKalb County,12892.0,12.1
1541,Missouri,Dent County,15657.0,16.4
1542,Missouri,Douglas County,13684.0,15.4
1543,Missouri,Dunklin County,31953.0,21.7
1544,Missouri,Franklin County,101492.0,7.4
1545,Missouri,Gasconade County,15222.0,9.3
1546,Missouri,Gentry County,6738.0,12.6
1547,Missouri,Greene County,275174.0,14.0
1548,Missouri,Grundy County,10261.0,12.9
1549,Missouri,Harrison County,8957.0,12.4
1550,Missouri,Henry County,22272.0,13.6
1551,Missouri,Hickory County,9627.0,13.3
1552,Missouri,Holt County,4912.0,10.3
1553,Missouri,Howard County,10144.0,10.0
1554,Missouri,Howell County,40400.0,17.7
1555,Missouri,Iron County,10630.0,15.7
1556,Missouri,Jackson County,674158.0,11.8
1557,Missouri,Jasper County,117404.0,14.1
1558,Missouri,Jefferson County,218733.0,7.4
1559,Missouri,Johnson County,52595.0,11.8
1560,Missouri,Knox County,4131.0,12.6
1561,Missouri,Laclede County,35571.0,12.1
1562,Missouri,Lafayette County,33381.0,8.8
1563,Missouri,Lawrence County,38634.0,12.6
1564,Missouri,Lewis County,10211.0,12.0
1565,Missouri,Lincoln County,52566.0,8.8
1566,Missouri,Linn County,12761.0,13.2
1567,Missouri,Livingston County,15195.0,12.1
1568,Missouri,McDonald County,23083.0,14.2
1569,Missouri,Macon County,15566.0,11.0
1570,Missouri,Madison County,12226.0,12.8
1571,Missouri,Maries County,9176.0,10.9
1572,Missouri,Marion County,28781.0,10.9
1573,Missouri,Mercer County,3785.0,9.0
1574,Missouri,Miller County,24748.0,13.5
1575,Missouri,Mississippi County,14358.0,20.7
1576,Missouri,Moniteau County,15607.0,9.2
1577,Missouri,Monroe County,8840.0,10.8
1578,Missouri,Montgomery County,12236.0,11.4
1579,Missouri,Morgan County,20565.0,12.6
1580,Missouri,New Madrid County,18956.0,14.1
1581,Missouri,Newton County,58114.0,13.6
1582,Missouri,Nodaway County,23370.0,17.0
1583,Missouri,Oregon County,10881.0,18.8
1584,Missouri,Osage County,13878.0,7.2
1585,Missouri,Ozark County,9723.0,17.3
1586,Missouri,Pemiscot County,18296.0,24.3
1587,Missouri,Perry County,18971.0,8.6
1588,Missouri,Pettis County,42201.0,13.9
1589,Missouri,Phelps County,45156.0,14.8
1590,Missouri,Pike County,18516.0,12.0
1591,Missouri,Platte County,89322.0,4.6
1592,Missouri,Polk County,31137.0,12.7
1593,Missouri,Pulaski County,52274.0,12.2
1594,Missouri,Putnam County,4979.0,10.7
1595,Missouri,Ralls County,10167.0,6.9
1596,Missouri,Randolph County,25414.0,14.5
1597,Missouri,Ray County,23494.0,7.7
1598,Missouri,Reynolds County,6696.0,15.6
1599,Missouri,Ripley County,14100.0,18.7
1600,Missouri,St. Charles County,360485.0,4.8
1601,Missouri,St. Clair County,9805.0,13.6
1602,Missouri,Ste. Genevieve County,18145.0,7.5
1603,Missouri,St. Francois County,65359.0,15.9
1604,Missouri,St. Louis County,998954.0,9.7
1605,Missouri,Saline County,23370.0,11.5
1606,Missouri,Schuyler County,4431.0,13.0
1607,Missouri,Scotland County,4843.0,10.7
1608,Missouri,Scott County,39191.0,16.1
1609,Missouri,Shannon County,8441.0,17.1
1610,Missouri,Shelby County,6373.0,11.0
1611,Missouri,Stoddard County,29968.0,11.3
1612,Missouri,Stone County,32202.0,10.3
1613,Missouri,Sullivan County,6714.0,11.6
1614,Missouri,Taney County,51675.0,12.7
1615,Missouri,Texas County,26008.0,20.3
1616,Missouri,Vernon County,21159.0,13.8
1617,Missouri,Warren County,32513.0,8.5
1618,Missouri,Washington County,25195.0,17.2
1619,Missouri,Wayne County,13521.0,17.9
1620,Missouri,Webster County,36202.0,11.1
1621,Missouri,Worth County,2171.0,10.7
1622,Missouri,Wright County,18815.0,19.0
1623,Missouri,St. Louis city,319294.0,20.2
1625,Montana,Beaverhead County,9246.0,10.7
1626,Montana,Big Horn County,12865.0,20.0
1627,Montana,Blaine County,6491.0,15.8
1628,Montana,Broadwater County,5612.0,7.9
1629,Montana,Carbon County,10078.0,9.3
1630,Montana,Carter County,1160.0,10.5
1631,Montana,Cascade County,81327.0,11.3
1632,Montana,Chouteau County,5813.0,15.2
1633,Montana,Custer County,11699.0,9.6
1634,Montana,Daniels County,1751.0,7.5
1635,Montana,Dawson County,8966.0,8.6
1636,Montana,Deer Lodge County,9298.0,12.3
1637,Montana,Fallon County,2890.0,6.9
1638,Montana,Fergus County,11586.0,9.2
1639,Montana,Flathead County,90928.0,9.1
1640,Montana,Gallatin County,89513.0,7.7
1641,Montana,Garfield County,1206.0,12.2
1642,Montana,Glacier County,13399.0,21.8
1643,Montana,Golden Valley County,884.0,14.0
1644,Montana,Granite County,3079.0,10.1
1645,Montana,Hill County,16096.0,10.0
1646,Montana,Jefferson County,11406.0,5.7
1647,Montana,Judith Basin County,2072.0,10.0
1648,Montana,Lake County,28746.0,15.0
1649,Montana,Lewis and Clark County,63395.0,8.6
1650,Montana,Liberty County,2339.0,14.2
1651,Montana,Lincoln County,19687.0,16.3
1652,Montana,McCone County,1734.0,10.6
1653,Montana,Madison County,7691.0,6.7
1654,Montana,Meagher County,1891.0,12.0
1655,Montana,Mineral County,4223.0,10.3
1656,Montana,Missoula County,109299.0,10.7
1657,Montana,Musselshell County,4538.0,11.1
1658,Montana,Park County,15636.0,8.1
1659,Montana,Petroleum County,494.0,12.1
1660,Montana,Phillips County,4253.0,11.6
1661,Montana,Pondera County,6153.0,13.8
1662,Montana,Powder River County,1743.0,9.2
1663,Montana,Powell County,7027.0,13.4
1664,Montana,Prairie County,1179.0,10.1
1665,Montana,Ravalli County,40212.0,13.2
1666,Montana,Richland County,9746.0,6.6
1667,Montana,Roosevelt County,10425.0,20.4
1668,Montana,Rosebud County,9233.0,13.2
1669,Montana,Sanders County,11413.0,12.4
1670,Montana,Sheridan County,3384.0,8.1
1671,Montana,Silver Bow County,34200.0,13.8
1672,Montana,Stillwater County,9117.0,6.0
1673,Montana,Sweet Grass County,3651.0,7.5
1674,Montana,Teton County,6073.0,12.6
1675,Montana,Toole County,5324.0,11.1
1676,Montana,Treasure County,718.0,8.5
1677,Montana,Valley County,7369.0,10.9
1678,Montana,Wheatland County,2168.0,14.1
1679,Montana,Wibaux County,1017.0,9.1
1680,Montana,Yellowstone County,147972.0,9.3
1682,Nebraska,Adams County,31364.0,9.7
1683,Nebraska,Antelope County,6685.0,9.8
1684,Nebraska,Arthur County,460.0,9.8
1685,Nebraska,Banner County,690.0,9.4
1686,Nebraska,Blaine County,478.0,12.4
1687,Nebraska,Boone County,5505.0,6.9
1688,Nebraska,Box Butte County,11308.0,11.2
1689,Nebraska,Boyd County,2099.0,10.5
1690,Nebraska,Brown County,3145.0,9.5
1691,Nebraska,Buffalo County,46102.0,8.7
1692,Nebraska,Burt County,6858.0,8.4
1693,Nebraska,Butler County,8395.0,7.1
1694,Nebraska,Cass County,25241.0,6.1
1695,Nebraska,Cedar County,8852.0,6.5
1696,Nebraska,Chase County,3966.0,7.3
1697,Nebraska,Cherry County,5713.0,9.5
1698,Nebraska,Cheyenne County,9998.0,9.0
1699,Nebraska,Clay County,6542.0,8.8
1700,Nebraska,Colfax County,10515.0,8.2
1701,Nebraska,Cuming County,9139.0,6.8
1702,Nebraska,Custer County,10939.0,9.4
1703,Nebraska,Dakota County,21006.0,10.0
1704,Nebraska,Dawes County,9182.0,13.1
1705,Nebraska,Dawson County,24326.0,9.7
1706,Nebraska,Deuel County,1941.0,9.0
1707,Nebraska,Dixon County,6000.0,7.6
1708,Nebraska,Dodge County,36691.0,7.9
1709,Nebraska,Douglas County,517110.0,10.7
1710,Nebraska,Dundy County,2008.0,10.7
1711,Nebraska,Fillmore County,5890.0,6.8
1712,Nebraska,Franklin County,3225.0,10.3
1713,Nebraska,Frontier County,2756.0,11.0
1714,Nebraska,Furnas County,4959.0,9.8
1715,Nebraska,Gage County,22311.0,9.0
1716,Nebraska,Garden County,2057.0,11.4
1717,Nebraska,Garfield County,2049.0,10.0
1718,Nebraska,Gosper County,2044.0,6.9
1719,Nebraska,Grant County,614.0,8.2
1720,Nebraska,Greeley County,2538.0,9.8
1721,Nebraska,Hall County,58607.0,10.8
1722,Nebraska,Hamilton County,9124.0,4.8
1723,Nebraska,Harlan County,3423.0,8.4
1724,Nebraska,Hayes County,967.0,12.6
1725,Nebraska,Hitchcock County,2908.0,12.1
1726,Nebraska,Holt County,10435.0,9.4
1727,Nebraska,Hooker County,736.0,6.3
1728,Nebraska,Howard County,6274.0,7.8
1729,Nebraska,Jefferson County,7547.0,9.3
1730,Nebraska,Johnson County,5217.0,10.7
1731,Nebraska,Kearney County,6489.0,7.2
1732,Nebraska,Keith County,8368.0,9.3
1733,Nebraska,Keya Paha County,824.0,13.8
1734,Nebraska,Kimball County,3821.0,9.5
1735,Nebraska,Knox County,8701.0,10.4
1736,Nebraska,Lancaster County,285407.0,11.3
1737,Nebraska,Lincoln County,36288.0,8.0
1738,Nebraska,Logan County,763.0,7.1
1739,Nebraska,Loup County,632.0,13.0
1740,Nebraska,McPherson County,539.0,8.8
1741,Nebraska,Madison County,34876.0,9.5
1742,Nebraska,Merrick County,7845.0,8.4
1743,Nebraska,Morrill County,5042.0,11.1
1744,Nebraska,Nance County,3735.0,9.0
1745,Nebraska,Nemaha County,7248.0,10.0
1746,Nebraska,Nuckolls County,4500.0,8.2
1747,Nebraska,Otoe County,15740.0,7.5
1748,Nebraska,Pawnee County,2773.0,10.7
1749,Nebraska,Perkins County,2970.0,7.9
1750,Nebraska,Phelps County,9188.0,7.3
1751,Nebraska,Pierce County,7266.0,7.6
1752,Nebraska,Platte County,32237.0,6.7
1753,Nebraska,Polk County,5406.0,6.7
1754,Nebraska,Red Willow County,11055.0,8.5
1755,Nebraska,Richardson County,8363.0,10.1
1756,Nebraska,Rock County,1526.0,11.0
1757,Nebraska,Saline County,14200.0,10.1
1758,Nebraska,Sarpy County,158840.0,4.8
1759,Nebraska,Saunders County,20780.0,6.3
1760,Nebraska,Scotts Bluff County,36970.0,11.6
1761,Nebraska,Seward County,16750.0,5.5
1762,Nebraska,Sheridan County,5469.0,13.1
1763,Nebraska,Sherman County,3152.0,11.0
1764,Nebraska,Sioux County,1311.0,12.9
1765,Nebraska,Stanton County,6129.0,5.6
1766,Nebraska,Thayer County,5228.0,8.4
1767,Nebraska,Thomas County,647.0,11.4
1768,Nebraska,Thurston County,6940.0,19.2
1769,Nebraska,Valley County,4260.0,9.5
1770,Nebraska,Washington County,20234.0,5.5
1771,Nebraska,Wayne County,9595.0,11.2
1772,Nebraska,Webster County,3812.0,10.3
1773,Nebraska,Wheeler County,818.0,10.9
1774,Nebraska,York County,13665.0,7.5
1776,Nevada,Churchill County,24877.0,8.8
1777,Nevada,Clark County,1951269.0,13.5
1778,Nevada,Douglas County,46997.0,5.6
1779,Nevada,Elko County,48818.0,6.6
1780,Nevada,Esmeralda County,783.0,10.8
1781,Nevada,Eureka County,1987.0,7.2
1782,Nevada,Humboldt County,16528.0,9.6
1783,Nevada,Lander County,5775.0,8.5
1784,Nevada,Lincoln County,5345.0,10.1
1785,Nevada,Lyon County,51980.0,8.3
1786,Nevada,Mineral County,4772.0,17.6
1787,Nevada,Nye County,43946.0,12.2
1788,Nevada,Pershing County,6753.0,13.9
1789,Nevada,Storey County,4010.0,5.9
1790,Nevada,Washoe County,421407.0,9.4
1791,Nevada,White Pine County,10030.0,10.3
1792,Nevada,Carson City,55274.0,8.9
1794,New Hampshire,Belknap County,60088.0,5.2
1795,New Hampshire,Carroll County,47818.0,7.1
1796,New Hampshire,Cheshire County,77117.0,8.4
1797,New Hampshire,Coos County,33055.0,10.4
1798,New Hampshire,Grafton County,89118.0,7.1
1799,New Hampshire,Hillsborough County,400721.0,6.6
1800,New Hampshire,Merrimack County,146445.0,5.7
1801,New Hampshire,Rockingham County,295223.0,4.5
1802,New Hampshire,Strafford County,123143.0,8.2
1803,New Hampshire,Sullivan County,43742.0,9.3
1805,New Jersey,Atlantic County,274549.0,11.0
1806,New Jersey,Bergen County,905116.0,6.0
1807,New Jersey,Burlington County,448734.0,5.1
1808,New Jersey,Camden County,513657.0,11.7
1809,New Jersey,Cape May County,97265.0,8.1
1810,New Jersey,Cumberland County,156898.0,12.5
1811,New Jersey,Essex County,783969.0,13.6
1812,New Jersey,Gloucester County,288288.0,6.4
1813,New Jersey,Hudson County,634266.0,12.8
1814,New Jersey,Hunterdon County,128349.0,3.6
1815,New Jersey,Mercer County,366513.0,9.4
1816,New Jersey,Middlesex County,809858.0,7.3
1817,New Jersey,Monmouth County,630380.0,5.8
1818,New Jersey,Morris County,492276.0,3.9
1819,New Jersey,Ocean County,576567.0,8.5
1820,New Jersey,Passaic County,501226.0,12.0
1821,New Jersey,Salem County,66083.0,9.1
1822,New Jersey,Somerset County,323444.0,3.9
1823,New Jersey,Sussex County,149265.0,4.2
1824,New Jersey,Union County,536499.0,6.5
1825,New Jersey,Warren County,108692.0,5.3
1827,New Mexico,Bernalillo County,662564.0,15.3
1828,New Mexico,Catron County,3725.0,17.7
1829,New Mexico,Chaves County,65645.0,15.2
1830,New Mexico,Cibola County,27213.0,23.3
1831,New Mexico,Colfax County,13750.0,15.3
1832,New Mexico,Curry County,48376.0,13.7
1833,New Mexico,De Baca County,2022.0,15.4
1834,New Mexico,Doña Ana County,209233.0,22.5
1835,New Mexico,Eddy County,53829.0,12.8
1836,New Mexico,Grant County,29514.0,16.4
1837,New Mexico,Guadalupe County,4687.0,18.3
1838,New Mexico,Harding County,695.0,12.5
1839,New Mexico,Hidalgo County,4894.0,20.0
1840,New Mexico,Lea County,64727.0,13.2
1841,New Mexico,Lincoln County,20497.0,12.4
1842,New Mexico,Los Alamos County,17950.0,3.0
1843,New Mexico,Luna County,25095.0,21.9
1844,New Mexico,McKinley County,71492.0,28.8
1845,New Mexico,Mora County,4881.0,18.0
1846,New Mexico,Otero County,63797.0,16.5
1847,New Mexico,Quay County,9041.0,18.7
1848,New Mexico,Rio Arriba County,40246.0,16.7
1849,New Mexico,Roosevelt County,19846.0,18.3
1850,New Mexico,Sandoval County,131561.0,11.2
1851,New Mexico,San Juan County,130044.0,20.6
1852,New Mexico,San Miguel County,29393.0,23.3
1853,New Mexico,Santa Fe County,144170.0,10.1
1854,New Mexico,Sierra County,11988.0,19.9
1855,New Mexico,Socorro County,17866.0,23.7
1856,New Mexico,Taos County,32937.0,17.4
1857,New Mexico,Torrance County,16383.0,20.0
1858,New Mexico,Union County,4549.0,15.4
1859,New Mexico,Valencia County,76569.0,13.8
1861,New York,Albany County,304204.0,9.7
1862,New York,Allegany County,48946.0,14.2
1863,New York,Bronx County,1385108.0,26.0
1864,New York,Broome County,200600.0,15.3
1865,New York,Cattaraugus County,80317.0,15.0
1866,New York,Cayuga County,80026.0,10.7
1867,New York,Chautauqua County,134905.0,16.1
1868,New York,Chemung County,88830.0,11.0
1869,New York,Chenango County,50477.0,12.5
1870,New York,Clinton County,82128.0,10.8
1871,New York,Columbia County,63096.0,9.7
1872,New York,Cortland County,49336.0,14.3
1873,New York,Delaware County,47980.0,13.1
1874,New York,Dutchess County,297488.0,7.9
1875,New York,Erie County,919040.0,12.8
1876,New York,Essex County,39370.0,9.3
1877,New York,Franklin County,51599.0,13.6
1878,New York,Fulton County,55531.0,10.5
1879,New York,Genesee County,60079.0,8.1
1880,New York,Greene County,49221.0,10.6
1881,New York,Hamilton County,4836.0,6.8
1882,New York,Herkimer County,64519.0,10.6
1883,New York,Jefferson County,116229.0,10.3
1884,New York,Kings County,2504700.0,18.1
1885,New York,Lewis County,27087.0,9.6
1886,New York,Livingston County,65393.0,10.3
1887,New York,Madison County,73442.0,8.5
1888,New York,Monroe County,744344.0,13.4
1889,New York,Montgomery County,50219.0,13.1
1890,New York,Nassau County,1339532.0,5.0
1891,New York,New York County,1585873.0,14.6
1892,New York,Niagara County,216469.0,11.3
1893,New York,Oneida County,234878.0,12.8
1894,New York,Onondaga County,467026.0,12.4
1895,New York,Ontario County,107931.0,6.9
1896,New York,Orange County,372813.0,10.0
1897,New York,Orleans County,42883.0,9.8
1898,New York,Oswego County,122109.0,14.2
1899,New York,Otsego County,62259.0,9.9
1900,New York,Putnam County,99710.0,4.9
1901,New York,Queens County,2230722.0,10.7
1902,New York,Rensselaer County,159429.0,9.5
1903,New York,Richmond County,468730.0,10.0
1904,New York,Rockland County,311687.0,12.3
1905,New York,St. Lawrence County,111944.0,12.7
1906,New York,Saratoga County,219607.0,5.2
1907,New York,Schenectady County,154727.0,9.4
1908,New York,Schoharie County,32749.0,9.6
1909,New York,Schuyler County,18343.0,10.8
1910,New York,Seneca County,35251.0,10.1
1911,New York,Steuben County,98990.0,10.8
1912,New York,Suffolk County,1493350.0,6.6
1913,New York,Sullivan County,77547.0,13.5
1914,New York,Tioga County,51125.0,8.1
1915,New York,Tompkins County,101564.0,14.8
1916,New York,Ulster County,182493.0,12.6
1917,New York,Warren County,65707.0,9.0
1918,New York,Washington County,63216.0,9.3
1919,New York,Wayne County,93772.0,7.8
1920,New York,Westchester County,949113.0,7.4
1921,New York,Wyoming County,42155.0,7.8
1922,New York,Yates County,25348.0,9.8
1924,North Carolina,Alamance County,151131.0,11.6
1925,North Carolina,Alexander County,37198.0,10.2
1926,North Carolina,Alleghany County,11155.0,14.9
1927,North Carolina,Anson County,26948.0,15.6
1928,North Carolina,Ashe County,27281.0,13.9
1929,North Carolina,Avery County,17797.0,12.9
1930,North Carolina,Beaufort County,47759.0,14.7
1931,North Carolina,Bertie County,21282.0,18.3
1932,North Carolina,Bladen County,35190.0,25.6
1933,North Carolina,Brunswick County,107431.0,8.6
1934,North Carolina,Buncombe County,238318.0,9.8
1935,North Carolina,Burke County,90912.0,11.5
1936,North Carolina,Cabarrus County,178011.0,7.5
1937,North Carolina,Caldwell County,83029.0,13.4
1938,North Carolina,Camden County,9980.0,6.4
1939,North Carolina,Carteret County,66469.0,7.7
1940,North Carolina,Caswell County,23719.0,13.3
1941,North Carolina,Catawba County,154358.0,11.0
1942,North Carolina,Chatham County,63505.0,7.4
1943,North Carolina,Cherokee County,27444.0,15.2
1944,North Carolina,Chowan County,14793.0,13.2
1945,North Carolina,Clay County,10587.0,11.3
1946,North Carolina,Cleveland County,98078.0,16.5
1947,North Carolina,Columbus County,58098.0,20.8
1948,North Carolina,Craven County,103505.0,12.5
1949,North Carolina,Cumberland County,319431.0,15.3
1950,North Carolina,Currituck County,23547.0,7.7
1951,North Carolina,Dare County,33920.0,6.3
1952,North Carolina,Davidson County,162878.0,13.0
1953,North Carolina,Davie County,41240.0,8.6
1954,North Carolina,Duplin County,58505.0,16.7
1955,North Carolina,Durham County,267587.0,11.7
1956,North Carolina,Edgecombe County,56552.0,18.4
1957,North Carolina,Forsyth County,350670.0,14.9
1958,North Carolina,Franklin County,60619.0,10.0
1959,North Carolina,Gaston County,206086.0,12.5
1960,North Carolina,Gates County,12197.0,11.7
1961,North Carolina,Graham County,8861.0,14.8
1962,North Carolina,Granville County,59916.0,10.3
1963,North Carolina,Greene County,21362.0,18.8
1964,North Carolina,Guilford County,488406.0,14.0
1965,North Carolina,Halifax County,54691.0,17.9
1966,North Carolina,Harnett County,114678.0,12.3
1967,North Carolina,Haywood County,59036.0,10.3
1968,North Carolina,Henderson County,106740.0,7.7
1969,North Carolina,Hertford County,24669.0,18.7
1970,North Carolina,Hoke County,46952.0,15.3
1971,North Carolina,Hyde County,5810.0,17.1
1972,North Carolina,Iredell County,159437.0,8.0
1973,North Carolina,Jackson County,40271.0,13.7
1974,North Carolina,Johnston County,168878.0,9.7
1975,North Carolina,Jones County,10153.0,12.2
1976,North Carolina,Lee County,57866.0,13.1
1977,North Carolina,Lenoir County,59495.0,19.0
1978,North Carolina,Lincoln County,78265.0,8.5
1979,North Carolina,McDowell County,44996.0,12.7
1980,North Carolina,Macon County,33922.0,13.4
1981,North Carolina,Madison County,20764.0,13.5
1982,North Carolina,Martin County,24505.0,16.0
1983,North Carolina,Mecklenburg County,919628.0,10.8
1984,North Carolina,Mitchell County,15579.0,12.6
1985,North Carolina,Montgomery County,27798.0,12.8
1986,North Carolina,Moore County,88247.0,8.5
1987,North Carolina,Nash County,95840.0,11.1
1988,North Carolina,New Hanover County,202667.0,13.8
1989,North Carolina,Northampton County,22099.0,16.4
1990,North Carolina,Onslow County,177772.0,12.9
1991,North Carolina,Orange County,133801.0,10.6
1992,North Carolina,Pamlico County,13144.0,12.9
1993,North Carolina,Pasquotank County,40661.0,15.1
1994,North Carolina,Pender County,52217.0,12.9
1995,North Carolina,Perquimans County,13453.0,12.2
1996,North Carolina,Person County,39464.0,11.9
1997,North Carolina,Pitt County,168148.0,20.9
1998,North Carolina,Polk County,20510.0,9.0
1999,North Carolina,Randolph County,141752.0,11.7
2000,North Carolina,Richmond County,46639.0,15.6
2001,North Carolina,Robeson County,134168.0,21.6
2002,North Carolina,Rockingham County,93643.0,15.2
2003,North Carolina,Rowan County,138428.0,13.8
2004,North Carolina,Rutherford County,67810.0,16.2
2005,North Carolina,Sampson County,63431.0,19.7
2006,North Carolina,Scotland County,36157.0,23.3
2007,North Carolina,Stanly County,60585.0,10.5
2008,North Carolina,Stokes County,47401.0,9.5
2009,North Carolina,Surry County,73673.0,13.4
2010,North Carolina,Swain County,13981.0,12.0
2011,North Carolina,Transylvania County,33090.0,10.0
2012,North Carolina,Tyrrell County,4407.0,19.5
2013,North Carolina,Union County,201292.0,5.5
